DataSource;R2;RMSE;MAE;Variables
Ob;0.9226633365589608;228.05497905167613;33.660537181103045;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
Ob;0.9461758762325286;199.37582283379726;30.453518912889155;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
Ob;0.939015725776429;224.3126087178939;31.330425775421208;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
Ob;0.9203146370767907;235.92081961949577;31.83046778796703;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
Ob;0.9524142162659226;195.0821553427096;30.66417126631608;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
Ob;0.9150404125025959;290.6302585145768;33.60414040882553;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
Ob;0.9244906612940901;206.52538903522648;31.61579092239269;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
Ob;0.9269739873525716;226.11544016519562;30.736267692352264;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
Ob;0.9063296332501235;301.3859239489747;34.56103553681893;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
Ob;0.9052372061717082;272.0204762414811;32.51565039767048;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
Ob;0.9395536570709347;211.42166619883656;31.651561707737553;{'Ethnicity': True, 'Ageband': True, 'Gender': True, 'Country': False, 'Region': True, 'Policeforcename': True, 'Court_Type': True, 'Offencetype': True}
